"GEOID","urbanPercent","URBAN_POP","TRACT_POP"
"060411082",0.613680839708237,6899,11242
"060411090",0.674179209233409,8645,12823
"060411101",0.5,6176,12352
"060411102",0.497958804973093,5367,10778
"060411110",1,6176,6176
"060411121",0.5,4611,9222
"060411122",1,12469,12469
"060411141",0.496568160152526,5209,10490
"060411142",0.478982300884956,3031,6328
"060411150",0.5,7489,14978
"060411160",1,3150,3150
"060411170",1,4713,4713
"060411181",0.974764756201882,2279,2338
"060411191",0.982693911592994,4713,4796
"060411192",0.5,7211,14422
"060411200",0.558577762619372,6551,11728
"060411211",1,5799,5799
"060411212",0.5,6478,12956
"060411220",1,3669,3669
"060411230",0.5,2131,4262
"060411241",0.5,5590,11180
"060411242",0.497360803677848,5842,11746
"060411250",1,4211,4211
"060411261",0.5,5955,11910
"060411262",0.5,4495,8990
"060411270",0.996491228070175,4544,4560
"060411281",0.499210903873745,6959,13940
"060411282",0.5,4876,9752
"060411290",0.499053388867853,2636,5282
"060411302",0.638379942140791,7944,12444
"060411311",0.124413145539906,265,2130
"060411330",0.00108864696734059,7,6430
"060450103",0.178124261752894,1508,8466
"060450104",0.471692491060787,3166,6712
"060450105",0.498615278098315,4321,8666
"060450106",0.139413949649195,1689,12115
"060450107",0.45905104917006,5863,12772
"060450108",0.132452014745138,2084,15734
"060450109",0.367348986554285,3661,9966
"060450110",0.112221625972632,1673,14908
"060450113",0.334858569051581,4025,12020
"060450114",0.499210645015787,4427,8868
"060450115",0.497423418265102,6950,13972
"060450116",0.5,6298,12596
"060450117",0.182011331444759,1542,8472
"060470002",0.466575840145322,10274,22020
"060470003",0.441714179474467,14255,32272
"060470005",0.399951076320939,13080,32704
"060470006",0.564547206165703,15822,28026
"060470007",0.458415611569288,7893,17218
"060470008",0.493867276887872,10791,21850
"060470009",0.323623730625334,8477,26194
"060470010",0.59737741046832,27106,45375
"060470011",1,6089,6089
"060470012",0.490307548928239,5261,10730
"060470013",1,6429,6429
"060470014",0.486332701104541,8718,17926
"060470015",0.78598922247883,10210,12990
"060470016",0.488151658767773,12154,24898
"060470017",0.5,7032,14064
"060470018",0.455994070780063,4922,10794
"060470019",0,0,15310
"060470020",0.359202813599062,6128,17060
"060470022",0.491742141715503,18460,37540
"060470023",0.601261465343016,27073,45027
"060470024",0.379559532002753,7721,20342
"060470025",0.065771506599909,289,4394
"060470026",0.446806865625483,5779,12934
"060510002",0.489304070009724,7045,14398
"060530001",0.759188317845629,20016,26365
"060530002",1,7396,7396
"060530003",1,4744,4744
"060530004",1,8175,8175
"060530005",1,9173,9173
"060530006",1,6853,6853
"060530007",1,12621,12621
"060530008",1,5579,5579
"060530009",1,5912,5912
"060530012",1,3295,3295
"060530013",1,2733,2733
"060530014",1,2914,2914
"060530015",0.497192763568309,6376,12824
"060530016",1,2886,2886
"060530017",1,4180,4180
"060530018",0.701659329495428,10360,14765
"060530101",0.186048029235187,2851,15324
"060530102",0.0606857142857143,531,8750
"060530103",0.285679254536538,3495,12234
"060530104",1,7515,7515
"060530105",0.520640698944303,21453,41205
"060530106",0.655997027883149,33549,51142
"060530108",0.457264957264957,4708,10296
"060530111",0.833744059144517,18946,22724
"060530112",0.595980026546994,18858,31642
"060530113",0.509064002959674,13760,27030
"060530116",0.518242122719735,5000,9648
"060530117",0.998154495122594,3786,3793
"060530118",1,3220,3220
"060530119",0.690840994211781,4058,5874
"060530120",1,3637,3637
"060530121",1,2241,2241
"060530122",1,2645,2645
"060530123",1,1854,1854
"060530124",0.998512221041445,4698,4705
"060530125",1,5114,5114
"060530126",1,3866,3866
"060530127",1,3480,3480
"060530128",0.5,5384,10768
"060530130",1,3279,3279
"060530131",1,1817,1817
"060530132",0.250900792697574,2089,8326
"060530133",0.5,5921,11842
"060530134",1,1580,1580
"060530135",1,4557,4557
"060530136",1,4260,4260
"060530137",1,4890,4890
"060530138",1,5368,5368
"060530139",1,2584,2584
"060530140",0.5,2572,5144
"060530141",0.404756211551421,18620,46003
"060530142",1,9155,9155
"060530143",0.494623655913978,7820,15810
"060530145",0.496373161394318,4927,9926
"060530147",0.370619367758547,5182,13982
"060530148",0.316199872692553,3974,12568
"060539800",0.05,1,20
"060552002",1,8050,8050
"060552003",0.498498137690737,8298,16646
"060552004",0.464794635373009,3327,7158
"060552005",1,16998,16998
"060552006",0.665056818181818,9364,14080
"060552007",0.553185233583796,16933,30610
"060552008",0.609709816263248,13174,21607
"060552009",0.171641791044776,23,134
"060552010",0.58549361269977,21908,37418
"060552011",0.275205761316872,2140,7776
"060552012",0.40936170212766,3848,9400
"060552014",0.247858784207228,2373,9574
"060552015",0.0634174985320023,216,3406
"060552016",0.974585635359116,5292,5430
"060552017",0.0579855537720706,578,9968
"060552020",0.989479724560061,5173,5228
"060570001",0.420174393074462,13396,31882
"060570004",0.00860556437463447,206,23938
"060570005",0.488819763772428,10843,22182
"060570006",0.489981526218559,6896,14074
"060570007",0.262469025986403,4131,15739
"060570008",0.22975227291684,5509,23978
"060570012",0.506642409883229,11975,23636
"060590011",1,12679,12679
"060590012",1,8966,8966
"060590013",1,17083,17083
"060590014",0.716169494251025,17814,24874
"060590015",0.588802618293235,33822,57442
"060590016",0.756064229586607,13278,17562
"060590017",0.774380674812241,27633,35684
"060590018",0.547462789001844,12763,23313
"060590019",1,9003,9003
"060590110",1,6754,6754
"060590111",1,8728,8728
"060590112",1,4275,4275
"060590113",1,5510,5510
"060590114",1,10413,10413
"060590115",1,13907,13907
"060590116",0.687490621717601,13745,19993
"060590117",0.531317829457364,65113,122550
"060590218",0.706135665642943,105765,149780
"060590219",0.584942007141303,72572,124067
"060590320",0.688318698824448,234621,340861
"060590421",1,44727,44727
"060590422",0.606975150392162,23913,39397
"060590423",0.740305439444854,135487,183015
"060590524",0.788108192000276,182808,231958
"060590525",0.899709368675725,118256,131438
"060590626",0.797717226364056,205547,257669
"060590627",1,7182,7182
"060590628",1,3806,3806
"060590629",1,1716,1716
"060590630",1,27711,27711
"060590631",0.5,12630,25260
"060590632",1,7699,7699
"060590633",1,7177,7177
"060590634",1,4776,4776
"060590635",1,4938,4938
"060590636",0.660558666622486,19935,30179
"060590637",1,12017,12017
"060590638",1,24326,24326
"060590639",1,39240,39240
"060590740",1,23267,23267
"060590741",1,39781,39781
"060590742",1,8608,8608
"060590743",1,3972,3972
"060590744",0.816173329264571,26746,32770
"060590745",1,11000,11000
"060590746",1,15473,15473
"060590747",1,13386,13386
"060590748",1,29735,29735
"060590749",1,14426,14426
"060590750",1,19494,19494
"060590751",1,9883,9883
"060590752",1,11021,11021
"060590753",1,13437,13437
"060590754",0.732757723915531,21132,28839
"060590755",0.650717875520265,54251,83371
"060590756",0.559888425019396,30309,54134
"060590757",0.452481179904747,14726,32545
"060590758",0.483021450536263,51521,106664
"060590759",0.623820352472996,10973,17590
"060590760",0.832281941290268,9895,11889
"060590761",0.5,28218,56436
"060590762",0.774528033600945,35406,45713
"060590863",0.565666666666667,32243,57000
"060590864",0.869099586752808,29864,34362
"060590865",1,10421,10421
"060590866",1,14702,14702
"060590867",0.645442792501616,15976,24752
"060590868",0.596134178768664,17487,29334
"060590869",1,21245,21245
"060590870",1,13090,13090
"060590871",0.862111400861437,29423,34129
"060590872",1,7538,7538
"060590873",1,10547,10547
"060590874",1,17527,17527
"060590875",0.534237571701721,17882,33472
"060590876",0.618295604556789,12646,20453
"060590877",0.583159359777314,16760,28740
"060590878",0.399037469033856,30927,77504
"060590879",0.452492944496707,9139,20197
"060590880",1,8918,8918
"060590881",0.513499278664499,22424,43669
"060590882",1,12287,12287
"060590883",0.5,12783,25566
"060590884",0.593010752688172,16545,27900
"060590885",0.632519176423092,12534,19816
"060590886",1,11287,11287
"060590887",1,12329,12329
"060590888",1,13752,13752
"060590889",0.599526020318965,30863,51479
"060590890",0.569237665289918,17779,31233
"060590891",0.610324964677752,28078,46005
"060590992",0.785455427396072,168404,214403
"060590993",1,34650,34650
"060590994",0.879907469474127,66946,76083
"060590995",0.963969248819044,31222,32389
"060590996",0.717505954406261,25305,35268
"060590997",0.368801764982459,20394,55298
"060590998",0.738152266894782,17258,23380
"060590999",1,25039,25039
"060591100",0.730458618250413,49566,67856
"060591101",0.669142441540123,60722,90746
"060591102",0.376616889715634,21866,58059
"060591103",0.447042105468066,22965,51371
"060591104",0.554657293497364,11046,19915
"060591105",1,8557,8557
"060591106",0.799777476780186,33066,41344
"060599800",1,30,30
"060610201",0.619524089800723,7368,11893
"060610203",0.333064397828957,4541,13634
"060610204",0.620790155440414,5751,9264
"060610205",0.205605879336865,3609,17553
"060610206",0.433405416903006,24451,56416
"060610207",0.771996685998343,27954,36210
"060610208",1,7778,7778
"060610209",0.578001235885624,10289,17801
"060610210",1,51793,51793
"060610211",0.790302504526252,41905,53024
"060610212",0.342244596823192,7886,23042
"060610213",0.47804255227836,44555,93203
"060610214",1,10220,10220
"060610215",0.212934435198249,7395,34729
"060610216",0.381393596986817,5063,13275
"060610218",0.296734983586195,6689,22542
"060610220",0.0323341889542105,781,24154
"060610221",0.416204217536071,750,1802
"060610222",0.473946784922395,855,1804
"060610223",0.456656346749226,590,1292
"060610224",1,4893,4893
"060610225",0.935167413094476,4385,4689
"060610226",1,4982,4982
"060610228",1,4986,4986
"060610229",1,5765,5765
"060610230",0.5,3914,7828
"060610231",1,8697,8697
"060610232",0.49819019414281,6056,12156
"060610233",0.497868308858361,6306,12666
"060610234",0.329953970751034,5663,17163
"060610235",0.771044202434337,6018,7805
"060610236",1,4361,4361
"060610237",1,3301,3301
"060610238",0.475397072563064,3053,6422
"060610239",0.49856184084372,3120,6258
"060650301",0.593441704035874,10587,17840
"060650302",1,4944,4944
"060650303",1,4440,4440
"060650304",1,6978,6978
"060650305",1,10755,10755
"060650306",1,11993,11993
"060650307",1,5842,5842
"060650308",1,7501,7501
"060650309",1,3256,3256
"060650310",0.693810432151549,10548,15203
"060650311",1,5047,5047
"060650312",1,7018,7018
"060650313",1,2698,2698
"060650314",0.666746240152781,13965,20945
"060650315",0.709943001899937,14573,20527
"060650316",1,9844,9844
"060650317",0.631200138744364,14558,23064
"060650401",1,10092,10092
"060650402",1,17080,17080
"060650403",1,19191,19191
"060650404",0.986980847858834,18346,18588
"060650405",1,17065,17065
"060650406",0.627804329871783,92738,147718
"060650407",1,7652,7652
"060650408",0.938315152306922,43094,45927
"060650409",1,19667,19667
"060650410",0.58447717634183,12817,21929
"060650411",1,9935,9935
"060650412",1,12428,12428
"060650413",1,7902,7902
"060650414",0.613981695149549,55076,89703
"060650415",1,3835,3835
"060650416",1,6144,6144
"060650417",1,14149,14149
"060650418",0.998241638011879,51094,51184
"060650419",0.556137012369172,51436,92488
"060650420",0.407893423477977,61297,150277
"060650422",0.70864367816092,46239,65250
"060650423",0.497968069666183,10293,20670
"060650424",0.82841990607646,46394,56003
"060650425",0.949381529193104,74066,78015
"060650426",0.777121594865843,68295,87882
"060650427",0.480404978804005,170440,354784
"060650428",0.627851569480017,10541,16789
"060650429",0.260782180119055,20371,78115
"060650430",0.652326454519562,50387,77242
"060650432",0.563743003376925,218858,388223
"060650433",0.496139182260397,56607,114095
"060650434",0.850965026846612,17592,20673
"060650435",0.566284342491331,63690,112470
"060650436",1,9434,9434
"060650437",0.468773672249811,11139,23762
"060650438",0.4345957836346,63617,146382
"060650439",1,6430,6430
"060650440",1,2026,2026
"060650441",0.757770018888444,13239,17471
"060650442",0.979393533255152,5846,5969
"060650443",0.388200589970501,3948,10170
"060650445",0.522472891721054,50834,97295
"060650446",0.764952186951847,13519,17673
"060650447",1,5348,5348
"060650448",0.988463702870006,7026,7108
"060650449",0.754730287761105,81332,107763
"060650450",1,3054,3054
"060650451",0.66812865497076,48899,73188
"060650452",0.686964824426861,67631,98449
"060650453",1,18489,18489
"060650455",1,9752,9752
"060650456",0.259653910922711,17886,68884
"060650457",0.999138198490124,28984,29009
"060650459",0.126737260092654,383,3022
"060650461",0.717416378316032,7464,10404
"060650462",0.484597924773022,2989,6168
"060650464",0.518070370960038,26032,50248
"060650465",1,7819,7819
"060650466",1,8057,8057
"060650467",0.498232382748056,4228,8486
"060650468",1,6517,6517
"060650470",0.164326738991704,515,3134
"060650472",0.369934420716328,2200,5947
"060650479",0.994192094313454,11469,11536
"060650481",0.330618810636907,6577,19893
"060650482",1,4251,4251
"060650483",1,6497,6497
"060650487",1,4908,4908
"060650488",1,4556,4556
"060650489",1,11300,11300
"060650490",0.488143152398564,8975,18386
"060650491",1,5565,5565
"060650494",0.875043875043875,2493,2849
"060650495",1,8822,8822
"060650496",1,7361,7361
"060650497",0.350398691474136,8569,24455
"060650498",0.978065802592223,3924,4012
"060650503",0.617342077237823,11014,17841
"060650504",1,9989,9989
"060650505",0.576297443841983,14880,25820
"060650506",0.5,7869,15738
"060650507",0.361070743474975,12423,34406
"060650509",0.650076890815043,4650,7153
"060650511",1,6506,6506
"060650512",0.208803975989156,3235,15493
"060650513",0.634914488544692,9838,15495
"060650514",0.499925306244398,6693,13388
"060659404",0.495834668375521,6190,12484
"060659405",0.388888888888889,1883,4842
"060659406",0.333151183970856,3658,10980
"060659407",1,2561,2561
"060659408",1,2852,2852
"060659409",0.5,2044,4088
"060659410",0.687553944415674,3983,5793
"060659411",0.5,2122,4244
"060659412",0.5,2845,5690
"060659413",1,3067,3067
"060659414",1,3985,3985
"060659415",0.293467819404419,4277,14574
"060670001",1,3749,3749
"060670002",1,3889,3889
"060670003",1,3347,3347
"060670004",1,3840,3840
"060670005",1,3338,3338
"060670006",1,1686,1686
"060670007",1,2676,2676
"060670008",1,1637,1637
"060670011",1,3047,3047
"060670012",1,3996,3996
"060670013",1,3320,3320
"060670014",1,2930,2930
"060670015",1,4946,4946
"060670016",1,6553,6553
"060670017",1,6194,6194
"060670018",1,5346,5346
"060670019",1,3509,3509
"060670020",1,3882,3882
"060670021",1,2773,2773
"060670022",1,4898,4898
"060670023",1,3380,3380
"060670024",1,4627,4627
"060670025",1,1935,1935
"060670026",1,2538,2538
"060670027",1,3545,3545
"060670028",1,3317,3317
"060670029",1,4617,4617
"060670030",1,6654,6654
"060670031",1,6751,6751
"060670032",1,14056,14056
"060670033",1,4256,4256
"060670034",1,4335,4335
"060670035",1,5794,5794
"060670036",1,2728,2728
"060670037",1,4611,4611
"060670038",1,5348,5348
"060670039",1,3598,3598
"060670040",1,42816,42816
"060670041",1,5459,5459
"060670042",1,17227,17227
"060670043",1,9649,9649
"060670044",0.5,8774,17548
"060670045",0.5,9005,18010
"060670046",0.632306901546657,13532,21401
"060670047",0.383905579399142,8945,23300
"060670048",0.5,10999,21998
"060670049",0.78774652971483,24005,30473
"060670050",0.687759815242494,16379,23815
"060670051",0.980759121017769,9328,9511
"060670052",0.998019066485081,16122,16154
"060670053",1,5508,5508
"060670054",0.428825227626027,11586,27018
"060670055",0.730400067952094,25797,35319
"060670056",0.5,14355,28710
"060670057",1,8062,8062
"060670058",0.563945938146313,11725,20791
"060670059",0.446426454901031,15066,33748
"060670060",1,12964,12964
"060670061",1,9547,9547
"060670062",0.740569437770303,12329,16648
"060670063",1,5262,5262
"060670064",1,5918,5918
"060670065",1,7570,7570
"060670066",1,7103,7103
"060670067",1,17813,17813
"060670068",1,7947,7947
"060670069",1,5382,5382
"060670070",0.800881085125892,75990,94883
"060670071",0.775811651795756,41388,53348
"060670072",0.704491993765056,24858,35285
"060670073",0.333333333333333,5251,15753
"060670074",0.802335772820895,109851,136914
"060670075",0.614607614607615,15029,24453
"060670076",1,12375,12375
"060670077",1,12275,12275
"060670078",1,10758,10758
"060670079",1,18397,18397
"060670080",0.999086725912396,28443,28469
"060670081",0.776391174396346,115593,148885
"060670082",0.892979512748411,37790,42319
"060670084",1,14836,14836
"060670085",0.9781245617901,48827,49919
"060670087",0.631550986798417,23776,37647
"060670088",0.678708097351906,4434,6533
"060670089",0.804009079084951,31526,39211
"060670090",0.760283950331815,32880,43247
"060670091",1,34023,34023
"060670092",0.21728366849482,5705,26256
"060670093",0.837200905442375,120572,144018
"060670094",0.197762825904121,11757,59450
"060670095",0.421492994497703,14861,35258
"060670096",0.847754037091883,156286,184353
"060670099",0.00518319928507596,58,11190
"060679883",1,5667,5667
"060690001",0.114001106806862,1236,10842
"060690002",0.00624164065983058,84,13458
"060690003",0.480010804970286,5331,11106
"060690004",0.5,6748,13496
"060690005",0.5,12786,25572
"060690006",0.497374595017317,8904,17902
"060690007",0.595747100295656,10478,17588
"060690008",0.294924154025671,4044,13712
"060710001",0.796437474034067,76681,96280
"060710002",1,22737,22737
"060710003",0.629120800978468,22118,35157
"060710004",0.5,16068,32136
"060710005",0.71706254623161,17449,24334
"060710006",1,19889,19889
"060710008",0.862609432363739,73308,84984
"060710009",1,13222,13222
"060710010",1,10352,10352
"060710011",1,13612,13612
"060710012",1,4728,4728
"060710013",1,33885,33885
"060710014",1,3258,3258
"060710015",1,13270,13270
"060710016",1,5289,5289
"060710017",1,28164,28164
"060710018",1,35489,35489
"060710019",0.97968718713151,44034,44947
"060710020",0.878241175066475,158209,180143
"060710021",1,33390,33390
"060710022",0.506948771435538,18713,36913
"060710023",0.844535075882772,55703,65957
"060710024",0.590780342727659,16686,28244
"060710025",0.578290021473334,13196,22819
"060710026",0.796613406327583,37542,47127
"060710027",0.452620583717358,36832,81375
"060710028",1,15303,15303
"060710029",1,11229,11229
"060710030",1,3158,3158
"060710031",1,10771,10771
"060710032",1,8299,8299
"060710033",0.643378572897388,12515,19452
"060710034",0.603112626484822,21934,36368
"060710035",0.669384076953706,31941,47717
"060710036",0.645730140404454,34677,53702
"060710037",1,4018,4018
"060710038",0.602097790540002,15097,25074
"060710039",0.5,5514,11028
"060710040",0.480168726931865,16392,34138
"060710041",0.425339366515837,16826,39559
"060710042",0.696226934728725,12640,18155
"060710043",0.5,8890,17780
"060710044",1,16189,16189
"060710045",0.576418013062908,33536,58180
"060710046",1,19594,19594
"060710047",0.5,6090,12180
"060710048",1,3486,3486
"060710049",1,7569,7569
"060710051",1,8790,8790
"060710052",1,4521,4521
"060710053",1,6064,6064
"060710054",1,6981,6981
"060710055",1,9347,9347
"060710056",0.5,7414,14828
"060710057",1,2150,2150
"060710058",1,4039,4039
"060710061",0.399045841111803,9619,24105
"060710062",0.5,14115,28230
"060710063",0.461228230980752,15096,32730
"060710064",0.5,8376,16752
"060710065",0.5,7355,14710
"060710066",0.587499466336507,13761,23423
"060710067",1,4484,4484
"060710070",1,8548,8548
"060710071",0.646170250577572,29088,45016
"060710072",0.645963930948018,6698,10369
"060710073",0.605264387144993,25915,42816
"060710074",0.485593795157628,32932,67818
"060710076",0.82996046686747,17635,21248
"060710078",0.5,6632,13264
"060710079",0.967644845748683,19290,19935
"060710080",1,14510,14510
"060710081",1,3326,3326
"060710082",1,5899,5899
"060710083",0.594363636363636,9807,16500
"060710084",0.699468798626388,26072,37274
"060710085",0.587904360056259,7942,13509
"060710086",0.22536087605774,9055,40180
"060710087",0.596355317544909,45880,76934
"060710088",1,6520,6520
"060710091",0.46948909383692,80177,170775
"060710092",0.17791495830838,3862,21707
"060710093",0.184409052808047,440,2386
"060710094",0.478547854785479,3770,7878
"060710095",1,7941,7941
"060710097",0.719640444767744,69251,96230
"060710098",1,5051,5051
"060710099",0.812360123516247,57351,70598
"060710100",0.733720159511469,135050,184062
"060710104",0.339337698837702,47209,139121
"060710107",0.976413830072367,3643,3731
"060710108",0.366601902034973,10755,29337
"060710109",0.770094297260889,8575,11135
"060710110",0.483131228238684,4024,8329
"060710111",0.324477830707219,5313,16374
"060710112",1,4986,4986
"060710113",0.180683311432326,825,4566
"060710114",0.669652431716394,10616,15853
"060710115",0.0112270714737508,71,6324
"060710116",0.374160861304623,5908,15790
"060710118",0.421853671853672,6181,14652
"060710119",0.165578179024203,862,5206
"060710120",0.926019782555383,11328,12233
"060710121",0.132118994591155,4983,37716
"060710122",1,11900,11900
"060710123",1,1481,1481
"060710124",0.5,3140,6280
"060710125",1,4329,4329
"060710127",1,4000,4000
"060710250",0.499075329799038,8096,16222
"060710251",0.272325809617272,1110,4076
"060719401",0.293075020610058,711,2426
"060719801",1,4,4
"060719802",1,3953,3953
"060730001",1,2908,2908
"060730002",1,6442,6442
"060730003",1,4966,4966
"060730004",1,3794,3794
"060730005",1,3012,3012
"060730006",1,3182,3182
"060730007",1,4072,4072
"060730008",1,4890,4890
"060730009",1,5663,5663
"060730010",1,4690,4690
"060730011",1,3000,3000
"060730012",1,5451,5451
"060730013",1,6027,6027
"060730014",1,3205,3205
"060730015",1,3827,3827
"060730016",0.333333333333333,5244,15732
"060730017",1,4521,4521
"060730018",1,5064,5064
"060730019",1,3036,3036
"060730020",1,6130,6130
"060730021",1,5235,5235
"060730022",0.703401023609047,8521,12114
"060730023",0.596585745813319,9191,15406
"060730024",1,8796,8796
"060730025",1,11101,11101
"060730026",1,9443,9443
"060730027",0.711749537159482,43058,60496
"060730028",0.746021944615969,15706,21053
"060730029",1,23658,23658
"060730030",0.5,14774,29548
"060730031",0.721406252150811,52408,72647
"060730032",0.610707019328586,48026,78640
"060730033",0.746506464672848,17148,22971
"060730034",1,14794,14794
"060730035",1,8593,8593
"060730036",1,10099,10099
"060730038",1,7014,7014
"060730039",1,8565,8565
"060730040",1,4521,4521
"060730041",0.5,5885,11770
"060730042",1,5818,5818
"060730043",1,3660,3660
"060730044",1,3750,3750
"060730045",1,2612,2612
"060730046",0.5,1912,3824
"060730047",1,1493,1493
"060730048",1,3384,3384
"060730049",1,4978,4978
"060730050",1,2312,2312
"060730051",0.736701632425051,11869,16111
"060730052",1,7832,7832
"060730053",1,7303,7303
"060730054",1,9554,9554
"060730055",1,390,390
"060730056",0.682890855457227,5093,7458
"060730057",1,1416,1416
"060730058",1,4494,4494
"060730059",0.5,2959,5918
"060730060",1,4381,4381
"060730061",1,2274,2274
"060730062",1,109,109
"060730063",1,2183,2183
"060730065",0.5,3338,6676
"060730066",1,1845,1845
"060730068",1,8443,8443
"060730069",1,5427,5427
"060730070",1,3155,3155
"060730071",1,4646,4646
"060730072",1,5589,5589
"060730073",1,7240,7240
"060730074",1,6828,6828
"060730075",1,7143,7143
"060730076",0.639708072683944,4295,6714
"060730077",1,7519,7519
"060730078",1,5764,5764
"060730079",1,15664,15664
"060730080",1,9771,9771
"060730081",1,7283,7283
"060730082",1,3369,3369
"060730083",0.888186093262017,247422,278570
"060730085",0.908486544098055,68191,75060
"060730086",1,6535,6535
"060730087",0.707314944134078,8103,11456
"060730088",1,6128,6128
"060730089",1,7637,7637
"060730090",1,3746,3746
"060730091",1,27632,27632
"060730092",1,13668,13668
"060730093",1,24592,24592
"060730094",0.498817672682016,8016,16070
"060730095",0.632395477254799,38480,60848
"060730096",1,13792,13792
"060730097",0.631760093376829,21109,33413
"060730098",0.441052937996424,21212,48094
"060730099",1,684,684
"060730100",0.788025210084034,67518,85680
"060730101",0.769088308640164,41943,54536
"060730102",1,6267,6267
"060730103",1,4485,4485
"060730104",1,8252,8252
"060730105",1,7131,7131
"060730106",0.333438885370488,2106,6316
"060730108",1,2339,2339
"060730109",1,1627,1627
"060730110",1,2983,2983
"060730111",1,3795,3795
"060730113",0.5,4036,8072
"060730116",1,9233,9233
"060730117",0.5,7569,15138
"060730118",0.5,10328,20656
"060730119",0.5,5797,11594
"060730120",1,6766,6766
"060730121",0.457370996823216,5327,11647
"060730122",0.5,3513,7026
"060730123",0.705061983471074,9555,13552
"060730124",1,9515,9515
"060730125",0.999220229475326,8970,8977
"060730126",1,5143,5143
"060730127",1,4945,4945
"060730128",1,4009,4009
"060730129",1,3540,3540
"060730130",1,5997,5997
"060730131",1,16233,16233
"060730132",0.889795008912656,19967,22440
"060730133",0.910661925723575,122678,134713
"060730134",0.644776589359336,65528,101629
"060730135",0.747087473212546,19174,25665
"060730136",0.739375288505924,24026,32495
"060730137",1,8118,8118
"060730138",0.450464314141682,8489,18845
"060730139",1,25628,25628
"060730140",0.516648945100453,9232,17869
"060730141",0.667823973613402,7694,11521
"060730142",0.5,7130,14260
"060730143",1,3957,3957
"060730144",1,4270,4270
"060730145",1,4076,4076
"060730146",1,9681,9681
"060730147",0.661502834783997,8284,12523
"060730148",1,17417,17417
"060730149",1,8082,8082
"060730150",1,6762,6762
"060730151",1,5011,5011
"060730152",0.421961620469083,3958,9380
"060730153",0.63543238306996,8002,12593
"060730154",0.412270334157086,19185,46535
"060730155",0.3125,5185,16592
"060730156",0.5,8812,17624
"060730157",1,18050,18050
"060730158",1,9037,9037
"060730159",1,9011,9011
"060730160",1,2628,2628
"060730161",0.5,5991,11982
"060730162",0.565471417115363,9872,17458
"060730163",0.670968125594672,11283,16816
"060730164",0.568255734337556,13279,23368
"060730165",0.5,17498,34996
"060730166",0.755533145799055,56940,75364
"060730167",0.546239710651035,17519,32072
"060730168",0.562714826682202,38636,68660
"060730169",0.440809602259355,7492,16996
"060730170",0.706882574261542,204036,288642
"060730171",0.38149878485901,34378,90113
"060730172",1,3940,3940
"060730173",0.473565029044009,14430,30471
"060730174",1,17501,17501
"060730175",1,6429,6429
"060730176",0.740047169811321,15689,21200
"060730177",0.606826986331409,8302,13681
"060730178",1,31733,31733
"060730179",1,6650,6650
"060730180",1,3089,3089
"060730181",1,6018,6018
"060730182",1,6064,6064
"060730183",1,2343,2343
"060730184",1,3561,3561
"060730185",0.930338623016369,74455,80030
"060730186",0.741184890888376,50743,68462
"060730187",0.288411801963475,21857,75784
"060730188",0.379463660551743,10839,28564
"060730189",0.998818207750927,24510,24539
"060730190",0.103750534481705,3397,32742
"060730191",0.100847483369278,6640,65842
"060730192",0.42105087961653,25298,60083
"060730193",0.416704195751708,22207,53292
"060730194",0.744999410539553,18958,25447
"060730195",1,14355,14355
"060730196",0.689221625328609,12060,17498
"060730197",0.632606079631664,12091,19113
"060730198",0.629466016962013,37333,59309
"060730199",0.382422261081122,20120,52612
"060730200",0.699564602899608,122754,175472
"060730201",0.548507651128731,32583,59403
"060730202",1,46149,46149
"060730203",0.50993304527706,41660,81697
"060730204",0.464521476569669,15692,33781
"060730205",1,4952,4952
"060730206",0.661852166525064,11685,17655
"060730207",0.38157789025468,28497,74682
"060730208",0.327598103924157,21839,66664
"060730212",0.284509935040122,11913,41872
"060730213",0.12703510720082,7436,58535
"060730214",1,7176,7176
"060730215",1,13733,13733
"060730216",1,3584,3584
"060730218",1,1980,1980
"060730219",1,2625,2625
"060730220",1,4526,4526
"060730221",1,9655,9655
"060750101",1,4026,4026
"060750102",1,4542,4542
"060750103",1,4062,4062
"060750104",1,4507,4507
"060750105",1,3234,3234
"060750106",1,3718,3718
"060750107",1,5347,5347
"060750108",1,4573,4573
"060750109",1,4670,4670
"060750110",1,5442,5442
"060750111",1,5647,5647
"060750112",1,3441,3441
"060750113",1,3068,3068
"060750117",1,1905,1905
"060750118",1,1589,1589
"060750119",1,5013,5013
"060750120",1,4269,4269
"060750121",1,3455,3455
"060750122",1,6991,6991
"060750123",1,5963,5963
"060750124",1,12094,12094
"060750125",1,11019,11019
"060750126",1,5635,5635
"060750127",1,3769,3769
"060750128",1,4643,4643
"060750129",1,6520,6520
"060750130",1,4549,4549
"060750131",1,7135,7135
"060750132",1,4464,4464
"060750133",1,4344,4344
"060750134",1,3876,3876
"060750135",1,2912,2912
"060750151",1,3104,3104
"060750152",1,4174,4174
"060750153",1,2387,2387
"060750154",1,6200,6200
"060750155",0.5,3899,7798
"060750156",1,3274,3274
"060750157",1,8102,8102
"060750158",1,6985,6985
"060750159",1,4630,4630
"060750160",1,2969,2969
"060750161",1,5660,5660
"060750162",1,3672,3672
"060750163",1,4296,4296
"060750164",1,3920,3920
"060750165",1,5171,5171
"060750166",1,5483,5483
"060750167",1,4835,4835
"060750168",1,8210,8210
"060750169",1,3425,3425
"060750170",1,4088,4088
