"GEOID","urbanPercent","URBAN_POP","TRACT_POP"
"060372035",0.5,2751,5502
"060372036",1,4786,4786
"060372037",1,6667,6667
"060372038",1,4502,4502
"060372039",1,2611,2611
"060372041",1,5179,5179
"060372042",1,3393,3393
"060372043",1,4433,4433
"060372044",1,5044,5044
"060372046",1,3740,3740
"060372047",1,4632,4632
"060372048",1,7221,7221
"060372049",1,5721,5721
"060372051",1,7708,7708
"060372060",1,23042,23042
"060372062",0.5,5682,11364
"060372063",1,6307,6307
"060372071",1,8706,8706
"060372073",1,10410,10410
"060372074",1,2002,2002
"060372075",1,6602,6602
"060372077",1,7017,7017
"060372079",1,11050,11050
"060372080",1,6607,6607
"060372083",1,6438,6438
"060372084",1,6422,6422
"060372085",1,5823,5823
"060372086",1,7930,7930
"060372087",1,7957,7957
"060372088",1,6508,6508
"060372089",1,10340,10340
"060372091",1,10756,10756
"060372092",1,4086,4086
"060372093",1,4712,4712
"060372094",1,12069,12069
"060372095",1,5461,5461
"060372098",1,5117,5117
"060372100",1,3190,3190
"060372110",1,5268,5268
"060372111",1,11475,11475
"060372112",1,5231,5231
"060372113",1,6502,6502
"060372114",1,6435,6435
"060372115",1,4230,4230
"060372117",1,10390,10390
"060372118",1,11742,11742
"060372119",1,9852,9852
"060372121",1,5725,5725
"060372122",1,9807,9807
"060372123",1,10550,10550
"060372124",1,6435,6435
"060372125",1,5307,5307
"060372126",1,8160,8160
"060372127",0.626102829327654,6174,9861
"060372128",1,4121,4121
"060372129",0.5,3721,7442
"060372131",1,2507,2507
"060372132",1,8009,8009
"060372133",1,6329,6329
"060372134",1,9925,9925
"060372140",1,3808,3808
"060372141",1,4111,4111
"060372144",1,2980,2980
"060372145",1,12287,12287
"060372146",1,2600,2600
"060372147",1,2731,2731
"060372148",1,2843,2843
"060372149",1,5906,5906
"060372151",1,5737,5737
"060372161",1,2465,2465
"060372162",1,5539,5539
"060372163",1,4925,4925
"060372164",1,6809,6809
"060372167",1,3938,3938
"060372168",1,3566,3566
"060372169",0.643764647835204,5219,8107
"060372170",0.735152636447734,7947,10810
"060372171",0.65035799522673,5450,8380
"060372172",1,3887,3887
"060372181",1,7370,7370
"060372182",1,8074,8074
"060372183",1,5206,5206
"060372184",1,4364,4364
"060372185",1,2810,2810
"060372186",1,2820,2820
"060372187",1,4654,4654
"060372188",1,2633,2633
"060372189",1,5329,5329
"060372190",1,7339,7339
"060372193",1,3757,3757
"060372195",1,1783,1783
"060372197",1,4186,4186
"060372198",1,2931,2931
"060372199",1,8529,8529
"060372200",1,5420,5420
"060372201",1,2437,2437
"060372211",1,6319,6319
"060372212",1,6060,6060
"060372213",1,9746,9746
"060372214",0.643251273344652,6062,9424
"060372215",1,3864,3864
"060372216",1,5868,5868
"060372217",1,2596,2596
"060372218",1,5543,5543
"060372219",1,4917,4917
"060372220",1,7866,7866
"060372221",1,3712,3712
"060372222",1,3878,3878
"060372225",1,4702,4702
"060372226",1,5141,5141
"060372227",1,4704,4704
"060372240",0.679559654864624,6852,10083
"060372242",0.5,2385,4770
"060372243",1,5052,5052
"060372244",1,4974,4974
"060372246",0.5,3501,7002
"060372247",1,5364,5364
"060372260",0.702632470907242,6219,8851
"060372264",1,8482,8482
"060372267",1,5853,5853
"060372270",1,8014,8014
"060372281",1,4796,4796
"060372282",1,8228,8228
"060372283",1,7514,7514
"060372284",1,6170,6170
"060372285",1,5376,5376
"060372286",1,4882,4882
"060372287",1,8639,8639
"060372288",1,5709,5709
"060372289",1,3420,3420
"060372291",1,4523,4523
"060372292",1,4636,4636
"060372293",1,5642,5642
"060372294",1,8152,8152
"060372311",0.5,3148,6296
"060372312",1,7735,7735
"060372313",1,5530,5530
"060372314",1,4590,4590
"060372315",0.5,4725,9450
"060372316",1,7139,7139
"060372317",1,9371,9371
"060372318",0.5,5253,10506
"060372319",1,5907,5907
"060372321",1,8355,8355
"060372322",1,3204,3204
"060372323",1,4376,4376
"060372324",0.64966404845273,6865,10567
"060372325",0.5,5066,10132
"060372326",1,6592,6592
"060372327",1,6160,6160
"060372328",1,4034,4034
"060372340",1,5338,5338
"060372342",1,2459,2459
"060372343",1,4515,4515
"060372345",1,5974,5974
"060372346",1,5106,5106
"060372347",1,4209,4209
"060372348",0.5,3561,7122
"060372349",0.5,7341,14682
"060372351",1,4690,4690
"060372352",1,7686,7686
"060372360",1,4422,4422
"060372361",1,5964,5964
"060372362",1,12927,12927
"060372364",1,4346,4346
"060372371",1,7769,7769
"060372372",0.643284305802489,7960,12374
"060372373",0.5,5531,11062
"060372374",1,7405,7405
"060372375",1,2856,2856
"060372376",1,4112,4112
"060372377",1,7462,7462
"060372378",1,4335,4335
"060372379",1,3726,3726
"060372380",0.5,5969,11938
"060372381",0.5,4683,9366
"060372382",0.5,5848,11696
"060372383",0.5,9062,18124
"060372384",0.5,4632,9264
"060372392",1,8832,8832
"060372393",1,10451,10451
"060372395",1,7532,7532
"060372396",1,7118,7118
"060372397",1,8639,8639
"060372398",1,8976,8976
"060372400",1,9112,9112
"060372402",1,5910,5910
"060372403",1,5945,5945
"060372404",1,9349,9349
"060372405",1,6505,6505
"060372406",1,5457,5457
"060372407",0.5,6573,13146
"060372408",1,4438,4438
"060372409",1,6001,6001
"060372410",0.651681933646371,8466,12991
"060372411",1,8197,8197
"060372412",1,8253,8253
"060372413",1,2262,2262
"060372414",1,3612,3612
"060372420",1,4459,4459
"060372421",1,2497,2497
"060372422",1,7083,7083
"060372423",1,4958,4958
"060372426",1,4794,4794
"060372427",1,5932,5932
"060372430",1,6831,6831
"060372431",1,5692,5692
"060372611",0.822496749024707,7590,9228
"060372612",1,4329,4329
"060372621",1,3195,3195
"060372622",1,4553,4553
"060372623",1,8805,8805
"060372624",0.762183837137569,2471,3242
"060372625",1,3741,3741
"060372626",0.989594908576624,9796,9899
"060372627",1,7188,7188
"060372628",1,3907,3907
"060372640",1,3284,3284
"060372641",1,5669,5669
"060372643",0.752549830011333,11289,15001
"060372651",1,2835,2835
"060372652",1,5518,5518
"060372653",1,26665,26665
"060372654",1,3479,3479
"060372655",0.816589774974108,8673,10621
"060372656",0.660597381342062,6458,9776
"060372657",0.631133888532992,4926,7805
"060372671",1,6305,6305
"060372672",1,6335,6335
"060372673",1,4408,4408
"060372674",1,11514,11514
"060372675",1,8811,8811
"060372676",0.5,2709,5418
"060372677",1,3834,3834
"060372678",1,3034,3034
"060372679",1,7295,7295
"060372690",0.5,5492,10984
"060372691",0.5,4752,9504
"060372693",1,4096,4096
"060372695",1,4262,4262
"060372696",1,6086,6086
"060372697",1,4025,4025
"060372698",1,3386,3386
"060372699",1,16288,16288
"060372701",1,4188,4188
"060372702",1,3487,3487
"060372703",1,2651,2651
"060372711",1,2569,2569
"060372712",1,2592,2592
"060372713",1,4779,4779
"060372714",0.5,3482,6964
"060372715",1,3095,3095
"060372716",1,4826,4826
"060372717",1,10596,10596
"060372718",1,9270,9270
"060372719",1,6905,6905
"060372721",0.5,4332,8664
"060372722",0.637396694214876,5553,8712
"060372723",1,6897,6897
"060372731",1,3597,3597
"060372732",1,3596,3596
"060372733",1,3477,3477
"060372734",1,3122,3122
"060372735",1,2680,2680
"060372736",1,2189,2189
"060372737",0.5,2748,5496
"060372738",0.5,2933,5866
"060372739",1,4278,4278
"060372741",0.5,4824,9648
"060372742",1,4903,4903
"060372751",1,5002,5002
"060372752",1,3850,3850
"060372753",0.759312943904914,10477,13798
"060372754",1,4625,4625
"060372755",1,5307,5307
"060372756",0.629822263797942,16832,26725
"060372760",1,6674,6674
"060372761",0.681944844815989,7097,10407
"060372764",1,4099,4099
"060372765",1,4982,4982
"060372766",0.782319493616565,14584,18642
"060372770",1,5637,5637
"060372771",1,3017,3017
"060372772",1,1969,1969
"060372774",1,3,3
"060372780",1,2687,2687
"060372781",1,2958,2958
"060372911",0.697276711935043,9704,13917
"060372912",1,8417,8417
"060372913",0.5,2839,5678
"060372920",0.403399539256584,6479,16061
"060372932",1,13659,13659
"060372933",1,16783,16783
"060372941",1,6200,6200
"060372942",1,4658,4658
"060372943",1,7014,7014
"060372944",1,8104,8104
"060372945",1,7516,7516
"060372946",1,8059,8059
"060372947",1,3110,3110
"060372948",1,10913,10913
"060372949",1,3871,3871
"060372951",1,4978,4978
"060372962",1,7425,7425
"060372963",1,4874,4874
"060372964",0.674161000219346,6147,9118
"060372965",1,3796,3796
"060372966",1,5305,5305
"060372969",1,8135,8135
"060372970",1,5319,5319
"060372971",1,7723,7723
"060372972",1,7425,7425
"060372973",1,2306,2306
"060372974",1,3760,3760
"060372975",1,4991,4991
"060372976",1,6360,6360
"060373001",1,6060,6060
"060373002",1,5492,5492
"060373003",1,6289,6289
"060373004",1,5948,5948
"060373005",1,8445,8445
"060373006",1,8926,8926
"060373007",0.977644310977644,11720,11988
"060373008",1,7100,7100
"060373009",1,8490,8490
"060373010",1,5050,5050
"060373011",1,6571,6571
"060373012",1,16837,16837
"060373013",1,2070,2070
"060373014",1,3936,3936
"060373015",1,8579,8579
"060373016",1,9856,9856
"060373017",1,8491,8491
"060373018",1,11563,11563
"060373019",1,7997,7997
"060373020",1,11669,11669
"060373021",1,15414,15414
"060373022",1,8950,8950
"060373023",1,9221,9221
"060373024",1,6484,6484
"060373025",1,15114,15114
"060373101",0.979439252336449,5764,5885
"060373102",1,10466,10466
"060373103",1,3132,3132
"060373104",1,3555,3555
"060373105",1,3788,3788
"060373106",1,9041,9041
"060373107",1,14984,14984
"060373108",0.5,5098,10196
"060373109",1,6999,6999
"060373110",0.5,3872,7744
"060373111",0.5,4010,8020
"060373112",1,3270,3270
"060373113",1,3874,3874
"060373114",1,2454,2454
"060373115",1,5921,5921
"060373116",0.60591439688716,7786,12850
"060373117",0.5,6227,12454
"060373118",1,6947,6947
"060373201",1,7205,7205
"060373202",1,9511,9511
"060373203",1,7230,7230
"060374002",0.571959490848276,18468,32289
"060374003",1,8163,8163
"060374004",0.592751034223392,12609,21272
"060374005",0.373476352998537,1532,4102
"060374006",0.98982391950606,17314,17492
"060374008",0.333333333333333,7039,21117
"060374010",1,7215,7215
"060374011",1,9484,9484
"060374012",0.745645198258079,13013,17452
"060374013",0.716759077088177,20037,27955
"060374015",1,5027,5027
"060374016",0.670573683590529,11385,16978
"060374017",0.582560432337691,15954,27386
"060374018",1,7967,7967
"060374019",1,11175,11175
"060374020",1,7861,7861
"060374021",1,9866,9866
"060374022",1,7276,7276
"060374023",1,13355,13355
"060374024",0.868969048702776,15273,17576
"060374025",1,12248,12248
"060374026",1,7624,7624
"060374027",1,18628,18628
"060374028",1,12211,12211
"060374029",1,14786,14786
"060374030",1,6757,6757
"060374033",0.887975634178905,63849,71904
"060374034",1,28430,28430
"060374035",0.5,1828,3656
"060374036",0.333333333333333,7102,21306
"060374037",0.460965166068742,19916,43205
"060374038",0.407024448817584,12203,29981
"060374039",0.55354012137559,8209,14830
"060374040",0.5,4545,9090
"060374041",0.5,6137,12274
"060374042",0.668113721484508,7849,11748
"060374043",1,7848,7848
"060374044",1,8880,8880
"060374045",0.5,10793,21586
"060374046",1,1472,1472
"060374047",1,14194,14194
"060374048",1,13047,13047
"060374049",1,11853,11853
"060374050",1,8732,8732
"060374051",1,9850,9850
"060374052",1,13571,13571
"060374053",0.718338399189463,9217,12831
"060374054",0.5,4858,9716
"060374055",0.5,6623,13246
"060374056",1,5645,5645
"060374057",0.5,9103,18206
"060374058",0.5,5755,11510
"060374059",0.5,4423,8846
"060374060",0.5,5496,10992
"060374061",0.769121721760423,11936,15519
"060374062",1,3731,3731
"060374063",0.333333333333333,5796,17388
"060374064",1,7129,7129
"060374065",1,7397,7397
"060374066",0.5,10375,20750
"060374067",1,10152,10152
"060374068",1,4993,4993
"060374069",0.342056650246305,7777,22736
"060374070",0.420164609053498,9189,21870
"060374071",1,9981,9981
"060374072",1,6863,6863
"060374073",0.631409999197496,7868,12461
"060374074",1,2126,2126
"060374075",0.523859432799014,8497,16220
"060374076",1,8020,8020
"060374077",1,11205,11205
"060374078",0.708925922694355,8125,11461
"060374079",1,6261,6261
"060374080",0.774017725958576,16331,21099
"060374081",0.707841012064462,39838,56281
"060374082",1,10394,10394
"060374083",0.462606871563424,14555,31463
"060374084",0.499521302058401,10435,20890
"060374085",1,14376,14376
"060374086",0.91646410149997,30916,33734
"060374087",0.633852488705035,33250,52457
"060374088",1,4795,4795
"060374089",0.5,5821,11642
"060374090",1,7033,7033
"060374091",1,5239,5239
"060374300",0.998841059602649,12066,12080
"060374301",1,9647,9647
"060374302",0.439082278481013,1110,2528
"060374303",0.690705456532131,10114,14643
"060374304",1,4393,4393
"060374305",1,11268,11268
"060374306",1,4435,4435
"060374307",1,18476,18476
"060374308",1,16389,16389
"060374309",1,9634,9634
"060374310",0.763703865472811,10491,13737
"060374311",0.5,7140,14280
"060374312",0.5,6202,12404
"060374313",0.2755382017729,2611,9476
"060374314",0.333333333333333,3898,11694
"060374315",0.407534901510805,8524,20916
"060374316",1,4173,4173
"060374317",1,6763,6763
"060374318",0.5,5246,10492
"060374319",1,3652,3652
"060374320",1,7985,7985
"060374321",0.5,10089,20178
"060374322",1,8447,8447
"060374323",1,3873,3873
"060374324",1,9584,9584
"060374325",0.704427980702963,8177,11608
"060374326",0.630535590076513,10878,17252
"060374327",0.5,5363,10726
"060374328",0.7569573283859,8160,10780
"060374329",0.692434511815351,7560,10918
"060374331",0.5,6692,13384
"060374332",0.5,6088,12176
"060374333",0.682291048613583,17249,25281
"060374334",1,8967,8967
"060374335",0.680479562278725,8457,12428
"060374336",1,7444,7444
"060374338",0.626215609675006,7534,12031
"060374339",1,10716,10716
"060374340",0.62817376175719,11554,18393
"060374341",0.5,6509,13018
"060374600",0.70542993385633,4586,6501
"060374601",0.495210400273691,5790,11692
"060374602",0.993885991728106,5527,5561
"060374603",0.994670219853431,8958,9006
"060374604",0.5,1063,2126
"060374605",1,10050,10050
"060374606",0.979774052478134,5377,5488
"060374607",1,5035,5035
"060374608",0.5,3219,6438
"060374609",1,6893,6893
"060374610",1,5817,5817
"060374611",1,4894,4894
"060374612",1,4555,4555
"060374613",0.5,6533,13066
"060374614",1,2939,2939
"060374615",1,9256,9256
"060374616",1,5435,5435
"060374617",0.5,1492,2984
"060374619",1,6751,6751
"060374620",1,7302,7302
"060374621",1,4877,4877
"060374622",1,7059,7059
"060374623",1,7721,7721
"060374624",1,4040,4040
"060374625",0.5,6157,12314
"060374626",1,2293,2293
"060374627",1,5727,5727
"060374628",1,2939,2939
"060374629",1,3775,3775
"060374630",1,2706,2706
"060374631",0.5,6074,12148
"060374632",1,3478,3478
"060374633",1,2101,2101
"060374634",1,5918,5918
"060374635",1,5523,5523
"060374636",1,11959,11959
"060374637",0.5,3912,7824
"060374638",1,3953,3953
"060374639",0.5,3418,6836
"060374640",1,5832,5832
"060374641",1,6759,6759
"060374642",1,5747,5747
"060374800",0.536127681428515,13571,25313
"060374801",0.660970447597398,8432,12757
"060374802",1,6441,6441
"060374803",1,12449,12449
"060374804",1,5698,5698
"060374805",1,5543,5543
"060374806",1,8424,8424
"060374807",1,12976,12976
"060374808",1,11363,11363
"060374809",1,11658,11658
"060374810",1,10149,10149
"060374811",1,13523,13523
"060374812",0.614477503628447,10161,16536
"060374813",1,2938,2938
"060374814",1,12592,12592
"060374815",1,4344,4344
"060374816",1,15602,15602
"060374817",1,14898,14898
"060374818",1,2587,2587
"060374819",1,9018,9018
"060374820",1,9913,9913
"060374821",1,7617,7617
"060374822",1,8992,8992
"060374823",1,13880,13880
"060374824",0.77061753775599,9746,12647
"060374825",0.519666485408737,17202,33102
"060374826",1,7182,7182
"060374827",1,6500,6500
"060374828",1,4193,4193
"060375001",0.5,3729,7458
"060375002",0.697969081539861,11513,16495
"060375003",0.330649608470277,2998,9067
"060375004",0.768451935799344,13358,17383
"060375005",1,2954,2954
"060375006",1,5438,5438
"060375007",1,6582,6582
"060375008",1,5333,5333
"060375009",1,5602,5602
"060375010",0.61820599045906,7905,12787
"060375012",0.5,5114,10228
"060375013",1,7496,7496
"060375014",1,3826,3826
"060375015",0.821766909010795,11190,13617
"060375016",0.318421962178443,6449,20253
"060375017",1,4114,4114
"060375018",1,10372,10372
"060375019",1,4336,4336
"060375020",0.719048534974675,11215,15597
"060375021",0.5,5079,10158
"060375022",1,6477,6477
"060375023",0.5,8396,16792
"060375024",1,8561,8561
"060375025",1,4124,4124
"060375026",1,11446,11446
"060375027",1,7682,7682
"060375028",1,6347,6347
"060375029",0.5,5449,10898
"060375030",0.5,5675,11350
"060375031",1,14775,14775
"060375032",1,8352,8352
"060375033",1,9783,9783
"060375034",1,11667,11667
"060375035",0.715034153458452,10782,15079
"060375036",1,8027,8027
"060375037",1,18214,18214
"060375038",1,9224,9224
"060375039",1,7462,7462
"060375040",1,10380,10380
"060375041",1,5095,5095
"060375042",0.5,7528,15056
"060375300",0.694740223976501,15137,21788
"060375301",1,10327,10327
"060375302",0.729545909181836,10941,14997
"060375303",1,8683,8683
"060375304",0.5,4066,8132
"060375305",1,4270,4270
"060375306",1,4440,4440
"060375307",1,2175,2175
"060375308",1,8751,8751
"060375309",0.5,7494,14988
"060375310",0.5,5109,10218
"060375311",0.630247361211828,7822,12411
"060375312",1,9373,9373
"060375313",1,11776,11776
"060375315",1,10297,10297
"060375316",1,10872,10872
"060375317",1,10062,10062
"060375318",1,4740,4740
"060375319",0.720319796236027,10181,14134
"060375320",1,6550,6550
"060375321",1,10521,10521
"060375322",1,6599,6599
"060375323",0.608585365853659,12476,20500
"060375325",1,3838,3838
"060375326",0.705355756791721,13631,19325
"060375327",1,2878,2878
"060375328",1,4204,4204
"060375329",1,6358,6358
"060375330",1,6809,6809
"060375331",1,14712,14712
"060375332",1,6745,6745
"060375333",1,3172,3172
"060375334",1,11357,11357
"060375335",1,6806,6806
"060375336",1,15544,15544
"060375337",1,10609,10609
"060375338",1,17917,17917
"060375339",1,9704,9704
"060375340",1,9262,9262
"060375341",1,7842,7842
"060375342",1,12693,12693
"060375343",1,8085,8085
"060375344",1,14726,14726
"060375345",1,9151,9151
"060375347",1,4108,4108
"060375348",1,11106,11106
"060375349",1,6241,6241
"060375350",1,7470,7470
"060375351",0.618579234972678,11886,19215
"060375352",1,6031,6031
"060375353",0.5,6511,13022
"060375354",1,3595,3595
"060375355",1,10821,10821
"060375356",1,18720,18720
"060375357",1,11430,11430
"060375358",1,15932,15932
"060375359",1,11918,11918
"060375360",1,3471,3471
"060375361",1,12908,12908
"060375362",0.677642825011246,7532,11115
"060375400",1,6678,6678
"060375401",1,13114,13114
"060375402",1,13745,13745
"060375403",1,4997,4997
"060375404",1,2224,2224
"060375405",1,12542,12542
"060375406",1,4440,4440
"060375407",1,3544,3544
"060375408",0.5,6321,12642
"060375409",1,10242,10242
"060375410",0.5,4863,9726
"060375411",0.5,3370,6740
"060375412",0.5,6048,12096
"060375413",1,6166,6166
"060375414",1,7649,7649
"060375415",1,5675,5675
"060375416",1,16288,16288
"060375417",1,6278,6278
"060375418",0.489572494910654,10822,22105
"060375420",0.5,5358,10716
"060375421",0.5,15769,31538
"060375422",0.5,6898,13796
"060375424",1,8176,8176
"060375425",1,8593,8593
"060375426",1,8418,8418
"060375427",1,5684,5684
"060375428",1,3336,3336
"060375429",1,3184,3184
"060375430",0.5,4684,9368
"060375431",0.5,6988,13976
"060375432",1,8560,8560
"060375433",0.899959996307351,29246,32497
"060375434",1,4132,4132
"060375435",1,17557,17557
"060375436",1,21755,21755
"060375437",1,13182,13182
"060375438",1,15101,15101
"060375439",1,8434,8434
"060375440",0.712498867035258,7861,11033
"060375501",1,3974,3974
"060375502",1,8211,8211
"060375503",1,4147,4147
"060375505",1,7852,7852
"060375506",1,10305,10305
"060375507",1,7215,7215
"060375508",1,7316,7316
"060375509",1,10172,10172
"060375510",1,7685,7685
"060375511",1,9417,9417
"060375512",1,11477,11477
"060375513",1,5450,5450
"060375514",1,8992,8992
"060375515",1,9175,9175
"060375517",1,6340,6340
"060375518",1,7598,7598
"060375519",1,5561,5561
"060375520",1,7460,7460
"060375521",1,5995,5995
"060375522",1,6474,6474
"060375523",1,8070,8070
"060375524",1,2518,2518
"060375526",1,9359,9359
"060375527",1,6885,6885
"060375528",1,6267,6267
"060375529",1,7018,7018
"060375530",1,4866,4866
"060375531",0.5,6536,13072
"060375532",1,7376,7376
"060375533",1,3530,3530
"060375534",1,3926,3926
"060375535",1,12197,12197
"060375536",1,9761,9761
"060375537",1,8467,8467
"060375538",1,10622,10622
"060375539",1,12686,12686
"060375540",1,10561,10561
"060375541",0.737298997902587,12655,17164
"060375542",0.586436486422219,12331,21027
"060375543",0.683920505871725,7571,11070
"060375544",1,18630,18630
"060375545",1,49578,49578
"060375546",0.5,4311,8622
"060375547",1,4503,4503
"060375548",1,9326,9326
"060375549",1,7069,7069
"060375550",1,9142,9142
"060375551",0.732277209215384,15670,21399
"060375552",0.79772144688123,14004,17555
"060375553",1,3980,3980
"060375700",1,11930,11930
"060375701",1,2950,2950
"060375702",1,14306,14306
"060375703",1,17233,17233
"060375704",1,11456,11456
"060375705",1,14250,14250
"060375706",0.593028472821398,17183,28975
"060375707",1,10466,10466
"060375708",1,5661,5661
"060375709",1,9400,9400
"060375710",1,5792,5792
"060375711",1,8660,8660
"060375712",1,8234,8234
"060375713",1,4638,4638
"060375714",1,4950,4950
"060375715",0.813739021329987,12971,15940
"060375716",1,2180,2180
"060375717",0.444186120577088,13947,31399
"060375718",1,3229,3229
"060375719",1,5769,5769
"060375720",1,5434,5434
"060375722",1,9989,9989
"060375723",1,3840,3840
"060375725",1,4244,4244
"060375726",1,5276,5276
"060375727",1,5405,5405
"060375730",1,9944,9944
"060375731",1,7465,7465
"060375732",1,10856,10856
"060375733",1,4068,4068
"060375734",1,11848,11848
"060375736",1,6441,6441
"060375737",0.5,4790,9580
"060375738",1,4371,4371
"060375739",1,2263,2263
"060375740",1,5322,5322
"060375741",1,5251,5251
"060375742",1,5493,5493
"060375743",1,6044,6044
"060375744",1,5420,5420
"060375745",1,6533,6533
"060375746",1,1243,1243
"060375748",1,3165,3165
"060375749",1,9021,9021
"060375750",1,8904,8904
"060375751",1,13720,13720
"060375752",1,8942,8942
"060375753",1,4545,4545
"060375754",1,7984,7984
"060375758",1,9189,9189
"060375759",1,8900,8900
"060375760",1,5921,5921
"060375762",1,7148,7148
"060375763",1,8465,8465
"060375764",1,13595,13595
"060375765",1,11377,11377
"060375766",1,9173,9173
"060375767",1,4153,4153
"060375768",1,8275,8275
"060375769",1,12419,12419
"060375770",0.5,7264,14528
"060375771",1,7051,7051
"060375772",1,5750,5750
"060375773",1,5535,5535
"060375774",1,3173,3173
"060375775",1,4833,4833
"060375776",1,13016,13016
"060375777",1,4672,4672
"060375778",0.5,5085,10170
"060375779",1,5481,5481
"060375780",0.5,7189,14378
"060375781",1,2094,2094
"060375990",0.984045755568934,3269,3322
"060375991",0.0840867992766727,93,1106
"060376001",1,7098,7098
"060376002",0.714910947662756,11761,16451
"060376003",1,11066,11066
"060376004",1,3988,3988
"060376005",1,2632,2632
"060376006",1,4941,4941
"060376007",1,9518,9518
"060376008",1,5849,5849
"060376009",0.691728641393071,15254,22052
"060376010",1,7731,7731
"060376011",1,6159,6159
"060376012",1,12984,12984
"060376013",0.538473630433074,13702,25446
"060376014",1,9794,9794
"060376015",0.662618083670715,6874,10374
"060376016",1,4164,4164
"060376017",0.5,4931,9862
"060376018",0.5,7358,14716
"060376019",1,5091,5091
"060376020",1,7766,7766
"060376021",1,22467,22467
"060376022",1,7664,7664
"060376023",0.649920796560308,11488,17676
"060376024",1,17832,17832
"060376025",1,29991,29991
"060376026",1,8123,8123
"060376027",0.5,3674,7348
"060376028",1,8756,8756
"060376029",1,4293,4293
"060376030",0.806561729565712,17012,21092
"060376031",1,8482,8482
"060376032",1,3199,3199
"060376033",1,8368,8368
"060376034",1,4504,4504
"060376035",1,3083,3083
"060376036",1,3963,3963
"060376037",0.734004581535347,13778,18771
"060376038",1,8567,8567
"060376039",1,7301,7301
"060376040",1,9104,9104
"060376041",1,6835,6835
"060376042",1,6255,6255
"060376099",1,1804,1804
"060376200",1,7658,7658
"060376201",1,9552,9552
"060376202",1,1550,1550
"060376203",1,15571,15571
"060376204",1,5360,5360
"060376205",1,15167,15167
"060376206",1,11323,11323
"060376207",1,14384,14384
"060376208",1,7557,7557
"060376209",0.998536942209217,5460,5468
"060376210",1,9893,9893
"060376211",1,9835,9835
"060376212",1,11369,11369
"060376213",1,14488,14488
"060376214",1,4845,4845
"060376500",1,13324,13324
"060376501",1,7956,7956
"060376502",1,5831,5831
"060376503",0.5,6898,13796
"060376504",1,4450,4450
"060376505",1,7284,7284
"060376506",1,19871,19871
"060376507",0.576417453020405,7147,12399
"060376508",1,7609,7609
"060376509",1,13148,13148
"060376510",1,10517,10517
"060376511",0.701195219123506,8800,12550
"060376512",1,14411,14411
"060376513",1,11221,11221
"060376514",0.768824897156144,8597,11182
"060376700",1,13486,13486
"060376701",1,7435,7435
"060376702",0.622412828640686,6676,10726
"060376703",0.999625383981419,13342,13347
"060376704",0.820951970973495,26699,32522
"060376705",1,1739,1739
"060376706",1,7228,7228
"060376707",0.684983554496994,12079,17634
"060377001",1,10233,10233
"060377002",1,6602,6602
"060377003",1,5754,5754
"060377004",1,5140,5140
"060377005",1,8028,8028
"060377006",1,5032,5032
"060377007",1,3111,3111
"060377008",1,8833,8833
"060377009",1,10424,10424
"060377010",1,5301,5301
"060377012",1,7726,7726
"060377013",1,11413,11413
"060377014",1,6494,6494
"060377015",1,8948,8948
"060377016",1,8531,8531
"060377017",1,6869,6869
"060377018",1,10180,10180
"060377019",1,5478,5478
"060377020",0.998163299382201,5978,5989
"060377021",1,6447,6447
"060377022",1,8365,8365
"060377023",1,6603,6603
"060377024",1,4677,4677
"060377025",1,9272,9272
"060377026",1,6459,6459
"060377027",1,3798,3798
"060377028",1,10536,10536
"060377029",1,11373,11373
"060377030",0.652057830839756,12944,19851
"060377031",1,5619,5619
"060377032",1,5800,5800
"060378001",0.397932716503426,10279,25831
"060378002",0.586169292671004,15588,26593
"060378003",0.550650095279853,32653,59299
"060378004",0.578913094956192,9779,16892
"060378005",0.379290508149569,3956,10430
"060379003",0.866312863280263,3428,3957
"060379005",0.98227380638354,37238,37910
"060379006",0.753242465688818,31942,42406
"060379007",0.798618219037871,18726,23448
"060379008",1,23239,23239
"060379009",0.223468848996832,1693,7576
"060379010",0.896605074706038,40566,45244
"060379011",0.5,11960,23920
"060379012",0.38267047217224,12335,32234
"060379102",0.751958744232335,41557,55265
"060379103",0.712903647535626,10906,15298
"060379104",0.718168135884756,16701,23255
"060379105",1,19138,19138
"060379106",0.99872755035265,27471,27506
"060379107",0.956743477314426,61532,64314
"060379108",0.170745378804286,13403,78497
"060379111",0.0719943784336272,1127,15654
"060379200",0.607158801178583,122402,201598
"060379201",0.663950456323338,61110,92040
"060379202",1,5584,5584
"060379203",0.699609644087256,76170,108875
"060379304",0.017431906614786,112,6425
"060379800",0.674814942330866,7840,11618
"060390002",0.149827109266943,4333,28920
"060390003",0.49697207581025,8863,17834
"060390005",0.36556442187563,36283,99252
"060390006",0.58878224355129,15704,26672
"060390007",0.649687623121517,11543,17767
"060390008",1,6556,6556
"060390009",1,11549,11549
"060390011",0.0696788932605661,1098,15758
"060411011",0.318046234153617,1706,5364
"060411012",0.386456908344733,2260,5848
"060411021",1,2251,2251
"060411022",1,11177,11177
"060411031",0.448684924078091,6619,14752
"060411032",0.5,6720,13440
"060411041",1,13075,13075
"060411042",0.495028780743066,5676,11466
"060411043",0.251278772378517,786,3128
"060411050",1,6812,6812
"060411060",0.492783505154639,10516,21340
"060411070",0.489058039961941,6168,12612
"060411081",1,6692,6692
