"GEOID","urbanPercent","URBAN_POP","TRACT_POP"
"120710302",0.383779927065166,9682,25228
"120710401",0.548929435496948,84629,154171
"120710402",0.467209151089693,28019,59971
"120710403",0.516058238419882,50792,98423
"120710501",0.585300166487122,11953,20422
"120710502",0.567313404966814,33421,58911
"120710503",0.464147494661059,49771,107231
"120710504",0.5,10494,20988
"120710505",0.5,6810,13620
"120710506",1,8779,8779
"120710601",0.588846691984809,2946,5003
"120710602",0.627112613413983,3525,5621
"120710603",0.490591397849462,1095,2232
"120710701",0.0403019274834883,598,14838
"120710702",0.263157894736842,2055,7809
"120710801",0.356502242152466,318,892
"120710802",0.465214666248825,5938,12764
"120710803",0.5,2247,4494
"120710901",1,973,973
"120719800",NA,0,0
"120730002",0.250123213405619,4060,16232
"120730003",0.5,8128,16256
"120730004",0.5,2688,5376
"120730005",0.433881975110397,5404,12455
"120730006",0.333402770544735,3201,9601
"120730007",0.333333333333333,1985,5955
"120730008",0.5,2886,5772
"120730009",0.437552028787024,16294,37239
"120730010",0.5,4784,9568
"120730011",0.5,5184,10368
"120730012",0.334292289988493,2324,6952
"120730013",0.5,6655,13310
"120730014",0.5,8512,17024
"120730015",0.5,4620,9240
"120730016",0.48976279650437,7846,16020
"120730017",0.399618263097092,7956,19909
"120730018",0.371580163141558,10295,27706
"120730019",0.5,6055,12110
"120730020",0.516338252672658,18788,36387
"120730021",0.565394632544446,14979,26493
"120730022",0.379533569855228,22572,59473
"120730023",0.261872165654146,6121,23374
"120730024",0.448060733613951,47688,106432
"120730025",0.277642041668518,25000,90044
"120730026",0.125474197914482,6582,52457
"120730027",0.0981483824707917,2327,23709
"120810001",0.333333333333333,16217,48651
"120810002",0.47575329566855,8084,16992
"120810003",0.503925193986421,33251,65984
"120810004",0.522897414902328,17881,34196
"120810005",0.434278518389856,10001,23029
"120810006",0.467149942769935,12244,26210
"120810007",0.357994106449005,13728,38347
"120810008",0.421047207727115,44943,106741
"120810009",0.335323883458528,10669,31817
"120810010",0.403361344537815,5136,12733
"120810011",0.463029414737693,18323,39572
"120810012",0.398837956367496,14278,35799
"120810013",0.5,3459,6918
"120810014",0.479412749270719,10025,20911
"120810015",0.294253428885847,10963,37257
"120810016",0.348471303414983,9745,27965
"120810017",0.745054945054945,4068,5460
"120810018",0.5,3529,7058
"120810019",0.400633896344097,49171,122733
"120810020",0.435867280936335,85243,195571
"120830003",0.0488700295604081,1025,20974
"120830006",0.103905020740953,3632,34955
"120830007",0.273435263127756,9550,34926
"120830008",0.455353640998823,27864,61192
"120830009",0.149429434847323,6626,44342
"120830010",0.41549940310386,41766,100520
"120830011",0.382335562855995,16177,42311
"120830012",0.476650362939655,30600,64198
"120830013",0.354999181803306,10847,30555
"120830014",0.345817231188907,12170,35192
"120830015",0.336381033382947,3164,9406
"120830016",0.5,4098,8196
"120830017",0.5,5156,10312
"120830018",1,1634,1634
"120830019",0.317489560304593,2585,8142
"120830020",0.5,6948,13896
"120830021",0.5,5100,10200
"120830022",0.459326367625241,14551,31679
"120830023",0.304704405782048,14081,46212
"120830024",0.1561741827368,6244,39981
"120830025",0.272019543973941,25053,92100
"120830026",0.128482932673924,10080,78454
"120830027",0.170274909687172,6646,39031
"120850001",1,2779,2779
"120850002",1,3626,3626
"120850003",0.333333333333333,6033,18099
"120850004",0.438718662952646,7875,17950
"120850005",0.421509944004634,6549,15537
"120850006",0.49484752891693,25883,52305
"120850007",0.429217548620534,3796,8844
